sample_id,azure_intelligence,gpt-5-mini,gpt-5-nano,mistral_document_ai,mean_cer,std_cer
voc2007_illu_item10+_D_1,0.3259493670886076,0.5874877810361682,209.66666666666666,0.7623817473567056,52.835621390537035,104.55418399252113
voc2007_illu_item10+_D_2,0.3754863813229572,0.6293103448275862,172.33333333333334,0.7658045977011494,43.52598366429626,85.87171874413207
voc2007_illu_item10+_D_3,0.3220910623946037,0.5683646112600537,198.0,0.6852409638554217,49.89392415937752,98.73749990771067
voc2007_illu_item10+_D_4,0.3167808219178082,0.5409429280397022,198.33333333333334,0.9415322580645161,50.03314733533884,98.8671284002351
voc2007_illu_item10+_D_5,0.48491879350348027,0.6853396901072706,0.7506053268765133,0.8156920799407846,0.6841389726070122,0.14307820447061884
voc2007_illu_item10+_LD_1,0.24522292993630573,0.48565430370888735,320.3333333333333,0.7195616883116883,80.44594306382254,159.92504409477237
voc2007_illu_item10+_LD_2,0.23351351351351352,0.48845346396081174,320.6666666666667,0.6111414527580558,80.49994377422476,160.11122585015752
voc2007_illu_item10+_LD_3,0.2260061919504644,0.456245325355273,320.0,0.6790960451977401,80.34033689062588,159.7732158229671
voc2007_illu_item10+_LD_4,0.2025183630640084,0.4488993710691824,320.3333333333333,0.625133120340788,80.40247104695182,159.9540020947393
voc2007_illu_item10+_LT_1,0.3206751054852321,0.35337650323774283,320.6666666666667,0.7148058252427184,80.51388102515808,160.10195669741412
voc2007_illu_item10+_LT_2,0.2387434554973822,0.3381226053639847,320.3333333333333,0.7154405820533549,80.40640999406202,159.9514140319615
voc2007_illu_item10+_LT_3,0.24293193717277486,0.4908321579689704,320.3333333333333,0.7149211484027497,80.44550464421945,159.92533530679634
voc2007_illu_item10+_LT_4,0.27321237993596587,0.4829339143064633,310.0,0.6559139784946236,77.85301506818426,154.76473572543327
voc2007_illu_item10+_L_1,0.3148148148148148,0.4953405017921147,313.0,0.6385729058945191,78.61218205562537,156.2586014440478
voc2007_illu_item10+_L_2,0.3669064748201439,0.4845505617977528,321.0,0.6625186660029866,80.62849392565522,160.24771679050878
voc2007_illu_item10+_L_3,0.2941810344827586,0.47079037800687284,310.3333333333333,0.7462908011869436,77.96114888675247,154.91490133922906
