sample_id,azure_intelligence,claude_sonnet,gpt-5-mini,gpt-5-nano,mistral_document_ai,mean_cer,std_cer
rxpad_testing_data_prescr-102125,0.4689306358381503,0.46910919540229884,0.46839080459770116,0.4680545585068198,0.458981612446959,0.46669336135838585,0.0043314805126546925
rxpad_testing_data_prescr-102126,0.1875968992248062,0.20198170731707318,0.1915057915057915,0.1996879875195008,0.19315589353612167,0.19478565582065865,0.005935231032718364
rxpad_testing_data_prescr-102127,0.9584295612009238,0.9198218262806236,0.9497716894977168,0.967741935483871,0.869198312236287,0.9329926649398844,0.039935177437021824
rxpad_testing_data_prescr-102128,0.75,0.8358038768529077,0.735,499.3333333333333,0.7696390658174098,100.48475525520072,222.96313665138797
rxpad_testing_data_prescr-102129,1.2551477170993732,1.2933088909257562,1.2592592592592593,804.6666666666666,1.1137254901960785,161.91762160482944,359.30764592325664
rxpad_testing_data_prescr-102130,1.4602510460251046,1.4831932773109244,1.4481327800829875,1.4686192468619246,2.536144578313253,1.6792681857188387,0.4791783542044671
rxpad_testing_data_prescr-102131,0.6596858638743456,0.6762749445676275,0.6459948320413437,0.6596858638743456,0.5739644970414202,0.6431212002798165,0.04012123590633104
rxpad_testing_data_prescr-102132,0.7093023255813954,0.7335329341317365,0.7327327327327328,0.7335329341317365,0.7910447761194029,0.7400291405394007,0.03034951067710256
rxpad_testing_data_prescr-102133,1.506674082313682,1.599070307960488,1.4722679846238331,1475.6666666666667,1.474986256184717,296.3439330595499,659.2614519398223
rxpad_testing_data_prescr-102134,1.4047619047619047,1.405511811023622,1.3976377952755905,1.4435483870967742,1.2066666666666668,1.3716253129649116,0.09395113262182336
rxpad_testing_data_prescr-102135,1.215962441314554,1.1768707482993197,1.1698513800424628,1.1977011494252874,1.1232604373757455,1.1767292312914739,0.03494747096213169
rxpad_testing_data_prescr-102136,0.9020100502512562,0.9708222811671088,0.9605263157894737,0.9083969465648855,0.8564814814814815,0.9196474150508411,0.046683873793668736
rxpad_testing_data_prescr-102137,0.4865771812080537,0.47854785478547857,0.4768976897689769,0.48760330578512395,0.4772727272727273,0.48137975176407205,0.005261227705485378
rxpad_testing_data_prescr-102138,1.360717658168083,1.356203007518797,1.3477038425492034,827.3333333333334,1.339517625231911,166.54749509336028,369.39051330784696
rxpad_testing_data_prescr-102139,0.8910256410256411,1.7537537537537538,0.8873015873015873,1.0748031496062993,0.8069164265129684,1.08276011164005,0.3877343361067811
rxpad_testing_data_prescr-102140,1.1666666666666667,1.2116477272727273,1.233093525179856,1.1852367688022285,1.136302294197031,1.186589396423702,0.03780903116028645
rxpad_testing_data_prescr-102141,0.4707792207792208,0.4707792207792208,0.4707792207792208,0.46905537459283386,0.46875,0.4700286073860992,0.0010334747596669974
rxpad_testing_data_prescr-102142,1.5052160953800298,1.4896755162241888,1.4977777777777779,1.5089020771513353,1.865,1.5733142933066664,0.16322381861280563
rxpad_testing_data_prescr-102143,0.9022757697456493,1.1382978723404256,1.2636363636363637,4.419753086419753,1.1124260355029585,1.76727782552903,1.4884517910145476
rxpad_testing_data_prescr-102144,1.7116519174041298,1.7282127031019203,1.7571214392803598,1212.0,1.6804347826086956,243.77548416847904,541.2539594313289
rxpad_testing_data_prescr-102145,1.2950819672131149,1.2937293729372936,1.2852459016393443,1.2908496732026145,1.1954022988505748,1.2720618427685886,0.04302004081674134
rxpad_testing_data_prescr-102146,1.441860465116279,1.5095785440613028,1.416030534351145,1.5681818181818181,1.4198473282442747,1.4710997379909638,0.06599225443828398
rxpad_testing_data_prescr-102147,0.6282051282051282,0.6212765957446809,0.6183368869936035,0.6747787610619469,0.5863309352517986,0.6257856614514317,0.0317752614575298
rxpad_testing_data_prescr-102148,1.5946745562130178,1.6017699115044248,1.6,1.6712328767123288,1.5573065902578798,1.6049967869375306,0.04124167643261134
rxpad_testing_data_prescr-102149,1.2682539682539682,1.2784810126582278,1.2606635071090047,1.2602523659305993,1.2586750788643533,1.2652651865632305,0.00826626002714163
rxpad_testing_data_prescr-102150,0.8579234972677595,0.9281437125748503,0.7877358490566038,0.9390243902439024,0.8611111111111112,0.8747877120508454,0.061283545143617016
rxpad_testing_data_prescr-102151,0.37773359840954274,0.3877159309021113,0.3832684824902724,0.38791423001949316,0.36311787072243346,0.3799500225087706,0.010283287176802575
rxpad_testing_data_prescr-102152,1.3295880149812733,1.3240740740740742,1.3203703703703704,1.3686200378071833,2.2213740458015265,1.5128053086068856,0.39657228492137975
rxpad_testing_data_prescr-102153,1.3385354141656662,1.3309523809523809,1.3254437869822486,643.6666666666666,1.3098591549295775,129.7942914807393,287.2633908612337
rxpad_testing_data_prescr-102154,1.3815331010452963,1.3806228373702423,1.3608247422680413,1.3737024221453287,1.2953451043338684,1.3584056414325556,0.03621104138130499
rxpad_testing_data_prescr-102155,1.362369337979094,1.3598615916955017,1.3598615916955017,1.3789473684210527,1.3071895424836601,1.353645886454962,0.0271648922077226
rxpad_testing_data_prescr-102156,1.6722689075630253,1.6600625651720542,1.6597294484911551,841.0,1.6476683937823835,169.52794586300172,375.36428961122334
rxpad_testing_data_prescr-102157,1.0655737704918034,1.082236842105263,1.051948051948052,1.1564625850340136,1.0584415584415585,1.082932561604138,0.042627236230602605
rxpad_testing_data_prescr-102158,1.3901234567901235,1.4,1.3287037037037037,1.3731707317073172,1.2844036697247707,1.355280312385183,0.0481242581234568
rxpad_testing_data_prescr-102159,1.0,0.9974293059125964,0.9897172236503856,0.9923273657289002,1.0802139037433156,1.0119375598070395,0.03838279874245078
rxpad_testing_data_prescr-102160,1.5680515759312321,1.7350230414746544,1.600145137880987,1171.0,1.5590717299578059,235.49245829704896,522.9646189480422
rxpad_testing_data_prescr-102161,1.7055306427503736,2.1735241502683365,1.7381316998468606,1.7844961240310078,2.0697278911564627,1.894282101610608,0.2126148918078697
rxpad_testing_data_prescr-102162,1.085561497326203,1.2369942196531791,1.096,1.1413333333333333,1.037593984962406,1.1194966070550243,0.07532305971923779
rxpad_testing_data_prescr-102163,1.7710843373493976,2.0,1.7962328767123288,2.0092764378478662,1.6524486571879937,1.8458084618195172,0.15485982136835486
rxpad_testing_data_prescr-102164,1.5521405049396269,1.554945054945055,1.551155115511551,1.5116525423728813,1.5554335894621296,1.5450653614462486,0.018766111306534692
rxpad_testing_data_prescr-102165,1.3461538461538463,1.3537653239929948,1.3344887348353554,1.3472222222222223,1.4768946395563771,1.3717049533521593,0.059211507556844435
rxpad_testing_data_prescr-102166,1.3060606060606061,1.589090909090909,1.6766917293233083,2.2110091743119265,1.6094890510948905,1.6784682939763282,0.32978662962086824
rxpad_testing_data_prescr-102167,1.7235772357723578,1.7032085561497325,1.7005347593582887,1.7005347593582887,1.6825396825396826,1.70207899863567,0.01457741681123035
rxpad_testing_data_prescr-102168,1.1523809523809523,1.1308411214953271,1.1308411214953271,1.1523809523809523,1.110091743119266,1.135307178174365,0.017739342017488422
rxpad_testing_data_prescr-102169,0.7153153153153153,0.7574626865671642,0.7650273224043715,0.8218390804597702,0.7115044247787611,0.7542297659050765,0.04482702214061659
rxpad_testing_data_prescr-102170,1.1571428571428573,1.1534090909090908,1.1505681818181819,1.1534090909090908,1.1056910569105691,1.1440440555379578,0.02156677482797584
rxpad_testing_data_prescr-102171,0.9784172661870504,0.9679715302491103,0.9679715302491103,1.029520295202952,0.9215017064846417,0.9730764656745731,0.03849190356048427
rxpad_testing_data_prescr-102172,0.748898678414097,0.74235807860262,0.74235807860262,0.748898678414097,0.7296137339055794,0.7424254495878027,0.0078732858340173
rxpad_testing_data_prescr-102173,1.0717703349282297,1.0456621004566211,1.032258064516129,1.0717703349282297,1.0,1.044292166965842,0.0300773661712913
rxpad_testing_data_prescr-102174,1.3605947955390334,1.3875968992248062,1.3615384615384616,1.3601532567049808,2.460674157303371,1.586111514062131,0.4890337027184886
rxpad_training_data_ordo1,1.1119592875318065,1.0977443609022557,1.0977443609022557,1.1088607594936708,1.092964824120603,1.1018547185901184,0.008124149601082
rxpad_training_data_ordo10,2.033195020746888,2.0290055248618786,1.7279411764705883,2.0261348005502064,1.9612299465240641,1.955501293830725,0.13061843660806044
rxpad_training_data_ordo12,1.4454976303317535,1.2916006339144215,1.4287949921752738,1.2938775510204081,1.28843537414966,1.3496412363183032,0.08012213025865865
rxpad_training_data_ordo13,1.8948545861297539,2.104191616766467,1.9430167597765362,1.9420935412026725,1.9549041713641488,1.9678121350479156,0.07963202748996974
rxpad_training_data_ordo15,1.6053639846743295,2.9064327485380117,1.7045454545454546,1.6459143968871595,1.6226415094339623,1.8969796188157837,0.5655442844467189
rxpad_training_data_ordo16,1.7397260273972603,2.0952380952380953,2.0952380952380953,2.1639344262295084,2.2295081967213113,2.0647289681648537,0.1900542305834084
rxpad_training_data_ordo18,1.144092219020173,1.1981845688350983,1.1214689265536724,476.3333333333333,1.1348314606741574,96.18638210168328,212.50860809838582
rxpad_training_data_ordo19,2.2577319587628866,1.9417040358744395,2.1820448877805485,2.0186915887850465,2.2506393861892584,2.130162371478436,0.14267339084803196
rxpad_training_data_ordo20,6.103448275862069,5.995169082125604,6.262626262626263,6.262626262626263,13.098039215686274,7.544381819785295,3.1066563485599734
