sample_id,azure_intelligence,donut,gpt-5-mini,gpt-5-nano,mistral_document_ai,mean_cer,std_cer
icdar_tr_img_00008,0.36666666666666664,2.1666666666666665,0.36065573770491804,0.42105263157894735,1.0,0.8630083405234398,0.7765838315215584
icdar_tr_img_00019,0.5379310344827586,0.7924528301886793,0.5472972972972973,0.6311475409836066,0.659217877094972,0.6336093160094628,0.10307426796250317
icdar_tr_img_00043,2.1,2.0,0.9646464646464646,2.1818181818181817,0.967391304347826,1.6427711901624942,0.6211347277072049
icdar_tr_img_00065,0.9375,3.5714285714285716,0.9014084507042254,0.9956896551724138,2.05,1.6912053354610421,1.155375041033776
icdar_tr_img_00101,0.7692307692307693,1.3571428571428572,0.8695652173913043,0.7777777777777778,1.0714285714285714,0.9690290385942559,0.24875060070575322
icdar_tr_img_00104,0.5897435897435898,5.0,0.8917525773195877,0.9856459330143541,0.9791666666666666,1.6892617533488394,1.8577714519379565
icdar_tr_img_00138,0.625,1.0,0.8031088082901554,0.8189655172413793,0.7058823529411765,0.7905913356945423,0.14089878654644553
icdar_tr_img_00144,1.0615384615384615,7.285714285714286,1.0727272727272728,34.0,0.9825,8.880496003996004,14.300423946732266
icdar_tr_img_00149,0.43478260869565216,0.8846153846153846,0.44680851063829785,15.0,0.9807692307692307,3.549395146943713,6.405897612337146
icdar_tr_img_00168,0.4117647058823529,2.4285714285714284,0.6976744186046512,0.4411764705882353,0.47058823529411764,0.889955051788157,0.8675034503448393
icdar_tr_img_00170,0.74,0.8571428571428571,0.932806324110672,0.76,0.7887323943661971,0.8157363151239452,0.0790437010687066
icdar_tr_img_00194,0.40444444444444444,1.0,0.7655310621242485,69.33333333333333,0.8461538461538461,14.469892537211171,30.670375569782284
icdar_tr_img_00198,1.0714285714285714,0.9354838709677419,0.946236559139785,0.7647058823529411,0.9485981308411215,0.9332906029460322,0.10944134841386292
icdar_tr_img_00214,0.6382978723404256,1.1025641025641026,0.6382978723404256,0.631578947368421,0.7682926829268293,0.7558062955080409,0.20214214038739056
icdar_tr_img_00218,0.59375,1.1818181818181819,0.8186528497409327,0.6486486486486487,1.0384615384615385,0.8562662437338604,0.2513035023791616
icdar_tr_img_00222,0.4690721649484536,0.9974375400384369,0.4288135593220339,192.33333333333334,0.49665551839464883,38.94506242320738,85.74696369768485
icdar_tr_img_00237,1.0,1.0,0.8823529411764706,1.2,1.0,1.016470588235294,0.11454740183188784
icdar_tr_img_00248,0.5882352941176471,0.975,0.6363636363636364,21.666666666666668,0.8770226537216829,4.948657650173926,9.347047059437976
icdar_tr_img_00259,0.7037037037037037,1.4444444444444444,0.9072164948453608,0.9117647058823529,0.8860759493670886,0.97064105964859,0.2785612848966381
icdar_tr_img_00260,0.6511627906976745,3.142857142857143,0.8793969849246231,0.7073170731707317,1.0,1.2761467983300343,1.052668899161874
icdar_tr_img_00269,0.8,1.6428571428571428,0.8,7.666666666666667,0.9375,2.369404761904762,2.981831190348043
icdar_tr_img_00277,0.625,2.15,0.8338870431893688,0.6190476190476191,0.8,1.0055869324473976,0.6472416785681372
icdar_tr_img_00278,0.6296296296296297,1.0925925925925926,0.7798165137614679,0.8809523809523809,2.111111111111111,1.0988204456094366,0.5903687833775373
icdar_tr_img_00285,0.48148148148148145,0.7636363636363637,0.8108108108108109,0.96875,0.746268656716418,0.7541894625290148,0.1759004173910349
icdar_tr_img_00293,0.546875,1.8,0.5396825396825397,25.333333333333332,0.8111111111111111,5.806200396825396,10.92824543649542
icdar_tr_img_00298,0.6732673267326733,6.071428571428571,0.7211538461538461,28.333333333333332,0.9373737373737374,7.347311363004432,11.953839578119375
icdar_tr_img_00310,0.5370370370370371,3.857142857142857,0.8997050147492626,18.0,1.0,4.858776981785832,7.465535146917859
icdar_tr_img_00334,0.7313432835820896,2.4285714285714284,0.7796610169491526,24.333333333333332,1.3958333333333333,5.933748479153867,10.308410403885214
icdar_tr_img_00383,0.5789473684210527,5.214285714285714,0.9215686274509803,0.7962962962962963,1.3461538461538463,1.771450370521578,1.9448187700665351
icdar_tr_img_00384,0.25,1.6428571428571428,0.9195979899497487,7.666666666666667,0.9705882352941176,2.2899420069535354,3.045808077471952
icdar_tr_img_00395,0.37037037037037035,1.263157894736842,0.8387096774193549,9.333333333333334,0.8227848101265823,2.5256712171972966,3.8186773387284556
icdar_tr_img_00409,0.2826086956521739,0.9411764705882353,0.2826086956521739,0.30434782608695654,0.6,0.48214833759590786,0.2897589517671291
icdar_tr_img_00456,0.7911392405063291,3.1739130434782608,0.7902813299232737,52.0,0.8013245033112583,11.511331623443825,22.657297456454142
icdar_tr_img_00459,2.0,10.071428571428571,3.2972972972972974,47.0,1.4408602150537635,12.761917216755926,19.448966976801234
icdar_tr_img_00512,0.6666666666666666,1.0,0.9426229508196722,0.8857142857142857,1.0,0.8990007806401248,0.1382572329184155
icdar_tr_img_00543,0.6428571428571429,0.9838709677419355,0.6528925619834711,1.0602409638554218,0.6428571428571429,0.7965437558590227,0.2076671118345249
icdar_tr_img_00557,0.48214285714285715,0.9782608695652174,0.514018691588785,36.0,0.5754716981132075,7.709978823282013,15.815862066901085
icdar_tr_img_00573,2.413793103448276,1.6274509803921569,0.8628571428571429,1.5185185185185186,1.1904761904761905,1.522619187138457,0.5811201241518285
icdar_tr_img_00591,0.6666666666666666,1.0,0.5,0.55,1.1538461538461537,0.7741025641025641,0.28815425228477226
icdar_tr_img_00593,0.2,0.859375,0.23333333333333334,0.676056338028169,0.9887133182844243,0.5914955979291854,0.359944725326847
icdar_tr_img_00620,0.5285714285714286,0.9962987442167879,0.515625,0.5396825396825397,0.6833333333333333,0.6527022091608179,0.20369640541782363
icdar_tr_img_00638,0.7363636363636363,7.857142857142857,0.8777777777777778,36.666666666666664,0.8314606741573034,9.393882322421648,15.547974666891946
icdar_tr_img_00661,1.0909090909090908,7.428571428571429,0.9642301710730948,34.666666666666664,1.8363636363636364,9.197348198716783,14.48704106846327
icdar_tr_img_00682,1.05,0.8846153846153846,0.46153846153846156,0.9642857142857143,0.8767123287671232,0.8474303778413368,0.22684926158340457
icdar_tr_img_00690,0.39473684210526316,0.8472222222222222,0.8368200836820083,1.0625,0.7559055118110236,0.7794369319641035,0.24318730385968582
icdar_tr_img_00695,0.8172043010752689,3.7857142857142856,0.9015544041450777,17.666666666666668,2.12,5.0582279315202605,7.149989824143861
icdar_tr_img_00707,0.2743362831858407,0.7541766109785203,0.30434782608695654,76.33333333333333,0.36936936936936937,15.607112684590803,33.94753691402843
icdar_tr_img_00708,0.4,0.9,0.37037037037037035,0.7878787878787878,0.9996652639632747,0.6915828844424865,0.28975136123211237
icdar_tr_img_00715,0.17647058823529413,5.0,0.5396825396825397,23.333333333333332,2.5555555555555554,6.321008403361344,9.70208703807204
icdar_tr_img_00721,0.7868852459016393,3.611111111111111,0.9292035398230089,0.90625,1.2115384615384615,1.4889976716748443,1.1964818469630938
icdar_tr_img_00742,0.4444444444444444,1.9285714285714286,0.4074074074074074,0.4074074074074074,1.0384615384615385,0.8452584452584453,0.6623770416048377
icdar_tr_img_00752,0.07142857142857142,1.0,0.8522727272727273,0.8142857142857143,0.35,0.6175974025974026,0.3904802518962144
icdar_tr_img_00783,0.7028571428571428,0.9886425094645754,0.9103840682788051,41.0,0.9428571428571428,8.908948172691534,17.939777125147618
icdar_tr_img_00846,0.7833333333333333,0.8717948717948718,0.8867924528301887,21.0,1.2093023255813953,4.950244596707957,8.97354225685808
icdar_tr_img_00878,0.6598639455782312,3.148936170212766,0.9229607250755287,54.0,0.996306631648063,11.945613494502918,23.530338363667845
icdar_tr_img_00902,0.927710843373494,0.8544303797468354,0.9342806394316163,0.8795180722891566,0.86,0.8911879869682204,0.037586217103877925
icdar_tr_img_00910,0.8526315789473684,2.810810810810811,0.7792207792207793,36.0,0.8958333333333334,8.267699300462459,15.526292875257864
icdar_tr_img_00916,5.6,2.357142857142857,5.6,5.6,1.0,4.031428571428572,2.200797629061253
icdar_tr_img_00951,0.3373493975903614,0.9859154929577465,0.3956043956043956,0.4329896907216495,0.7019230769230769,0.5707564107594459,0.2709697811581475
icdar_tr_img_00986,0.0,0.78125,0.0,0.5945945945945946,0.8222222222222222,0.4396133633633633,0.4103791329060595
icdar_tr_img_01057,0.6854838709677419,3.864406779661017,0.7258064516129032,80.0,5.341463414634147,18.123432103375162,34.648836915121976
icdar_tr_img_01110,0.06666666666666667,0.85,0.06666666666666667,0.6274509803921569,0.726027397260274,0.4673623421971529,0.37418632014561026
icdar_tr_img_01117,0.8181818181818182,0.8333333333333334,0.9090909090909091,0.9014084507042254,0.8222222222222222,0.8568473467065016,0.04461477604636135
icdar_tr_img_01175,0.8,1.0,0.9902597402597403,0.9959016393442623,0.6666666666666666,0.8905656092541339,0.15111531270968934
